"","V1","V2"
"2886","EC:5.1.1.19","O-ureido-serine racemase"
"2887","EC:5.1.1.3","Glutamate racemase"
"2888","EC:5.1.1.4","Proline racemase"
"2889","EC:5.1.1.7","Diaminopimelate epimerase"
"2890","EC:5.1.1.8","4-hydroxyproline epimerase"
"2891","EC:5.1.2.2","Mandelate racemase"
"2892","EC:5.1.2.3","3-hydroxybutyryl-CoA epimerase"
"2893","EC:5.1.3.1","Ribulose-phosphate 3-epimerase"
"2894","EC:5.1.3.10","CDP-paratose 2-epimerase"
"2895","EC:5.1.3.13","dTDP-4-dehydrorhamnose 3,5-epimerase"
"2896","EC:5.1.3.14","UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)"
"2897","EC:5.1.3.15","Glucose-6-phosphate 1-epimerase"
"2898","EC:5.1.3.17","Heparosan-N-sulfate-glucuronate 5-epimerase"
"2899","EC:5.1.3.18","GDP-mannose 3,5-epimerase"
"2900","EC:5.1.3.2","UDP-glucose 4-epimerase"
"2901","EC:5.1.3.20","ADP-glyceromanno-heptose 6-epimerase"
"2902","EC:5.1.3.22","L-ribulose-5-phosphate 3-epimerase"
"2903","EC:5.1.3.23","UDP-2,3-diacetamido-2,3-dideoxyglucuronic acid 2-epimerase"
"2904","EC:5.1.3.24","N-acetylneuraminate epimerase"
"2905","EC:5.1.3.25","dTDP-L-rhamnose 4-epimerase"
"2906","EC:5.1.3.27","dTDP-4-dehydro-6-deoxy-D-glucose 3-epimerase"
"2907","EC:5.1.3.29","L-fucose mutarotase"
"2908","EC:5.1.3.3","Aldose 1-epimerase"
"2909","EC:5.1.3.30","D-psicose 3-epimerase"
"2910","EC:5.1.3.31","D-tagatose 3-epimerase"
"2911","EC:5.1.3.32","L-rhamnose mutarotase"
"2912","EC:5.1.3.4","L-ribulose-5-phosphate 4-epimerase"
"2913","EC:5.1.3.5","UDP-arabinose 4-epimerase"
"2914","EC:5.1.3.6","UDP-glucuronate 4-epimerase"
"2915","EC:5.1.3.7","UDP-N-acetylglucosamine 4-epimerase"
"2916","EC:5.1.3.8","N-acylglucosamine 2-epimerase"
"2917","EC:5.1.3.9","N-acylglucosamine-6-phosphate 2-epimerase"
"2918","EC:5.1.99.1","Methylmalonyl-CoA epimerase"
"2919","EC:5.1.99.3","Allantoin racemase"
"2920","EC:5.1.99.4","Alpha-methylacyl-CoA racemase"
"2921","EC:5.1.99.6","NAD(P)H-hydrate epimerase"
"2922","EC:5.2.1.1","Maleate isomerase"
"2923","EC:5.2.1.12","Zeta-carotene isomerase"
"2924","EC:5.2.1.13","Prolycopene isomerase"
"2925","EC:5.2.1.14","Beta-carotene isomerase"
"2926","EC:5.2.1.2","Maleylacetoacetate isomerase"
"2927","EC:5.2.1.4","Maleylpyruvate isomerase"
"2928","EC:5.2.1.8","Peptidylprolyl isomerase"
"2929","EC:5.3.1.1","Triose-phosphate isomerase"
"2930","EC:5.3.1.12","Glucuronate isomerase"
"2931","EC:5.3.1.13","Arabinose-5-phosphate isomerase"
"2932","EC:5.3.1.14","L-rhamnose isomerase"
"2933","EC:5.3.1.16","isomerase"
"2934","EC:5.3.1.17","5-dehydro-4-deoxy-D-glucuronate isomerase"
"2935","EC:5.3.1.22","Hydroxypyruvate isomerase"
"2936","EC:5.3.1.23","S-methyl-5-thioribose-1-phosphate isomerase"
"2937","EC:5.3.1.24","Phosphoribosylanthranilate isomerase"
"2938","EC:5.3.1.25","L-fucose isomerase"
"2939","EC:5.3.1.26","Galactose-6-phosphate isomerase"
"2940","EC:5.3.1.27","6-phospho-3-hexuloisomerase"
"2941","EC:5.3.1.28","D-sedoheptulose 7-phosphate isomerase"
"2942","EC:5.3.1.29","Ribose 1,5-bisphosphate isomerase"
"2943","EC:5.3.1.30","5-deoxy-glucuronate isomerase"
"2944","EC:5.3.1.31","Sulfoquinovose isomerase"
"2945","EC:5.3.1.4","L-arabinose isomerase"
"2946","EC:5.3.1.5","Xylose isomerase"
"2947","EC:5.3.1.6","Ribose-5-phosphate isomerase"
"2948","EC:5.3.1.8","Mannose-6-phosphate isomerase"
"2949","EC:5.3.1.9","Glucose-6-phosphate isomerase"
"2950","EC:5.3.2.1","Phenylpyruvate tautomerase"
"2951","EC:5.3.2.5","2,3-diketo-5-methylthiopentyl-1-phosphate enolase"
"2952","EC:5.3.2.6","2-hydroxymuconate tautomerase"
"2953","EC:5.3.2.8","4-oxalomesaconate tautomerase"
"2954","EC:5.3.3.1","Steroid Delta-isomerase"
"2955","EC:5.3.3.10","5-carboxymethyl-2-hydroxymuconate Delta-isomerase"
"2956","EC:5.3.3.14","Trans-2-decenoyl-[acyl-carrier-protein] isomerase"
"2957","EC:5.3.3.17","Trans-2,3-dihydro-3-hydroxyanthranilate isomerase"
"2958","EC:5.3.3.18","2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase"
"2959","EC:5.3.3.2","Isopentenyl-diphosphate Delta-isomerase"
"2960","EC:5.3.3.3","Vinylacetyl-CoA Delta-isomerase"
"2961","EC:5.3.3.4","Muconolactone Delta-isomerase"
"2962","EC:5.3.3.5","Cholestenol Delta-isomerase"
"2963","EC:5.3.3.8","Dodecenoyl-CoA isomerase"
"2964","EC:5.3.4.1","Protein disulfide-isomerase"
"2965","EC:5.3.99.10","Thiazole tautomerase"
"2966","EC:5.3.99.11","2-keto-myo-inositol isomerase"
"2967","EC:5.3.99.2","Prostaglandin-D synthase"
"2968","EC:5.3.99.3","Prostaglandin-E synthase"
"2969","EC:5.3.99.5","Thromboxane-A synthase"
"2970","EC:5.3.99.6","Allene-oxide cyclase"
"2971","EC:5.3.99.7","Styrene-oxide isomerase"
"2972","EC:5.3.99.8","Capsanthin/capsorubin synthase"
"2973","EC:5.4.1.3","2-methylfumaryl-CoA isomerase"
"2974","EC:5.4.2.10","Phosphoglucosamine mutase"
"2975","EC:5.4.2.11","Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)"
"2976","EC:5.4.2.12","Phosphoglycerate mutase (2,3-diphosphoglycerate-independent)"
"2977","EC:5.4.2.2","Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)"
"2978","EC:5.4.2.3","Phosphoacetylglucosamine mutase"
"2979","EC:5.4.2.6","Beta-phosphoglucomutase"
"2980","EC:5.4.2.7","Phosphopentomutase"
"2981","EC:5.4.2.8","Phosphomannomutase"
"2982","EC:5.4.2.9","Phosphoenolpyruvate mutase"
"2983","EC:5.4.3.2","Lysine 2,3-aminomutase"
"2984","EC:5.4.3.3","Beta-lysine 5,6-aminomutase"
"2985","EC:5.4.3.5","D-ornithine 4,5-aminomutase"
"2986","EC:5.4.3.8","Glutamate-1-semialdehyde 2,1-aminomutase"
"2987","EC:5.4.4.2","Isochorismate synthase"
"2988","EC:5.4.4.7","Hydroperoxy icosatetraenoate isomerase"
"2989","EC:5.4.99.1","Methylaspartate mutase"
"2990","EC:5.4.99.12","tRNA pseudouridine(38-40) synthase"
"2991","EC:5.4.99.15","(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase"
"2992","EC:5.4.99.16","Maltose alpha-D-glucosyltransferase"
"2993","EC:5.4.99.17","Squalene--hopene cyclase"
"2994","EC:5.4.99.18","5-(carboxyamino)imidazole ribonucleotide mutase"
"2995","EC:5.4.99.19","16S rRNA pseudouridine(516) synthase"
"2996","EC:5.4.99.2","Methylmalonyl-CoA mutase"
"2997","EC:5.4.99.20","23S rRNA pseudouridine(2457) synthase"
"2998","EC:5.4.99.21","23S rRNA pseudouridine(2604) synthase"
"2999","EC:5.4.99.22","23S rRNA pseudouridine(2605) synthase"
"3000","EC:5.4.99.23","23S rRNA pseudouridine(1911/1915/1917) synthase"
"3001","EC:5.4.99.24","23S rRNA pseudouridine(955/2504/2580) synthase"
"3002","EC:5.4.99.25","tRNA pseudouridine(55) synthase"
"3003","EC:5.4.99.26","tRNA pseudouridine(65) synthase"
"3004","EC:5.4.99.27","tRNA pseudouridine(13) synthase"
"3005","EC:5.4.99.28","tRNA pseudouridine(32) synthase"
"3006","EC:5.4.99.29","23S rRNA pseudouridine(746) synthase"
"3007","EC:5.4.99.30","UDP-arabinopyranose mutase"
"3008","EC:5.4.99.37","Dammaradiene synthase"
"3009","EC:5.4.99.39","Beta-amyrin synthase"
"3010","EC:5.4.99.42","tRNA pseudouridine(31) synthase"
"3011","EC:5.4.99.45","tRNA pseudouridine(38/39) synthase"
"3012","EC:5.4.99.5","Chorismate mutase"
"3013","EC:5.4.99.58","Methylornithine synthase"
"3014","EC:5.4.99.60","Cobalt-precorrin-8 methylmutase"
"3015","EC:5.4.99.61","Precorrin-8X methylmutase"
"3016","EC:5.4.99.62","D-ribose pyranase"
"3017","EC:5.4.99.7","Lanosterol synthase"
"3018","EC:5.4.99.8","Cycloartenol synthase"
"3019","EC:5.4.99.9","UDP-galactopyranose mutase"
"3020","EC:5.5.1.1","Muconate cycloisomerase"
"3021","EC:5.5.1.12","Copalyl diphosphate synthase"
"3022","EC:5.5.1.13","Ent-copalyl diphosphate synthase"
"3023","EC:5.5.1.16","Halimadienyl-diphosphate synthase"
"3024","EC:5.5.1.18","Lycopene epsilon-cyclase"
"3025","EC:5.5.1.19","Lycopene beta-cyclase"
"3026","EC:5.5.1.2","3-carboxy-cis,cis-muconate cycloisomerase"
"3027","EC:5.5.1.23","Aklanonic acid methyl ester cyclase"
"3028","EC:5.5.1.24","Tocopherol cyclase"
"3029","EC:5.5.1.26","Nogalonic acid methyl ester cyclase"
"3030","EC:5.5.1.4","Inositol-3-phosphate synthase"
"3031","EC:5.5.1.6","Chalcone isomerase"
"3032","EC:5.5.1.7","Chloromuconate cycloisomerase"
"3033","EC:5.5.1.9","Cycloeucalenol cycloisomerase"
"3034","EC:5.99.1.2","DNA topoisomerase"
"3035","EC:5.99.1.3","DNA topoisomerase (ATP-hydrolyzing)"
"3036","EC:5.99.1.4","2-hydroxychromene-2-carboxylate isomerase"
"3037","EC:6.1.1.1","Tyrosine--tRNA ligase"
"3038","EC:6.1.1.10","Methionine--tRNA ligase"
"3039","EC:6.1.1.11","Serine--tRNA ligase"
"3040","EC:6.1.1.12","Aspartate--tRNA ligase"
"3041","EC:6.1.1.13","D-alanine--poly(phosphoribitol) ligase"
"3042","EC:6.1.1.14","Glycine--tRNA ligase"
"3043","EC:6.1.1.15","Proline--tRNA ligase"
"3044","EC:6.1.1.16","Cysteine--tRNA ligase"
"3045","EC:6.1.1.17","Glutamate--tRNA ligase"
"3046","EC:6.1.1.18","Glutamine--tRNA ligase"
"3047","EC:6.1.1.19","Arginine--tRNA ligase"
"3048","EC:6.1.1.2","Tryptophan--tRNA ligase"
"3049","EC:6.1.1.20","Phenylalanine--tRNA ligase"
"3050","EC:6.1.1.21","Histidine--tRNA ligase"
"3051","EC:6.1.1.22","Asparagine--tRNA ligase"
"3052","EC:6.1.1.23","Aspartate--tRNA(Asn) ligase"
"3053","EC:6.1.1.24","Glutamate--tRNA(Gln) ligase"
"3054","EC:6.1.1.26","Pyrrolysine--tRNA(Pyl) ligase"
"3055","EC:6.1.1.27","O-phosphoserine--tRNA ligase"
"3056","EC:6.1.1.3","Threonine--tRNA ligase"
"3057","EC:6.1.1.4","Leucine--tRNA ligase"
"3058","EC:6.1.1.5","Isoleucine--tRNA ligase"
"3059","EC:6.1.1.6","Lysine--tRNA ligase"
"3060","EC:6.1.1.7","Alanine--tRNA ligase"
"3061","EC:6.1.1.9","Valine--tRNA ligase"
"3062","EC:6.1.2.1","D-alanine--(R)-lactate ligase"
"3063","EC:6.2.1.1","Acetate--CoA ligase"
"3064","EC:6.2.1.12","4-coumarate--CoA ligase"
"3065","EC:6.2.1.13","Acetate--CoA ligase (ADP-forming)"
"3066","EC:6.2.1.14","6-carboxyhexanoate--CoA ligase"
"3067","EC:6.2.1.16","Acetoacetate--CoA ligase"
"3068","EC:6.2.1.17","Propionate--CoA ligase"
"3069","EC:6.2.1.18","Citrate--CoA ligase"
"3070","EC:6.2.1.19","Long-chain-fatty-acid--luciferin-component ligase"
"3071","EC:6.2.1.2","Butyrate--CoA ligase"
"3072","EC:6.2.1.20","Long-chain-fatty-acid--[acyl-carrier-protein] ligase"
"3073","EC:6.2.1.22","[Citrate (pro-3S)-lyase] ligase"
"3074","EC:6.2.1.25","Benzoate--CoA ligase"
"3075","EC:6.2.1.26","o-succinylbenzoate--CoA ligase"
"3076","EC:6.2.1.27","4-hydroxybenzoate--CoA ligase"
"3077","EC:6.2.1.3","Long-chain-fatty-acid--CoA ligase"
"3078","EC:6.2.1.30","Phenylacetate--CoA ligase"
"3079","EC:6.2.1.31","2-furoate--CoA ligase"
"3080","EC:6.2.1.32","Anthranilate--CoA ligase"
"3081","EC:6.2.1.34","Trans-feruloyl-CoA synthase"
"3082","EC:6.2.1.36","3-hydroxypropionyl-CoA synthase"
"3083","EC:6.2.1.39","[Butirosin acyl-carrier protein]--L-glutamate ligase"
"3084","EC:6.2.1.4","Succinate--CoA ligase (GDP-forming)"
"3085","EC:6.2.1.40","4-hydroxybutyrate--CoA ligase"
"3086","EC:6.2.1.45","E1 ubiquitin-activating enzyme"
"3087","EC:6.2.1.5","Succinate--CoA ligase (ADP-forming)"
"3088","EC:6.2.1.9","Malate--CoA ligase"
"3089","EC:6.3.1.1","Aspartate--ammonia ligase"
"3090","EC:6.3.1.10","Adenosylcobinamide-phosphate synthase"
"3091","EC:6.3.1.11","Glutamate--putrescine ligase"
"3092","EC:6.3.1.12","D-aspartate ligase"
"3093","EC:6.3.1.13","ligase"
"3094","EC:6.3.1.14","Diphthine--ammonia ligase"
"3095","EC:6.3.1.15","8-demethylnovobiocic acid synthase"
"3096","EC:6.3.1.17","Beta-citrylglutamate synthase"
"3097","EC:6.3.1.2","Glutamate--ammonia ligase"
"3098","EC:6.3.1.5","NAD(+) synthase"
"3099","EC:6.3.1.8","Glutathionylspermidine synthase"
"3100","EC:6.3.2.1","Pantoate--beta-alanine ligase (AMP-forming)"
"3101","EC:6.3.2.10","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase"
"3102","EC:6.3.2.11","Carnosine synthase"
"3103","EC:6.3.2.12","Dihydrofolate synthase"
"3104","EC:6.3.2.13","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"
"3105","EC:6.3.2.17","Tetrahydrofolate synthase"
"3106","EC:6.3.2.2","Glutamate--cysteine ligase"
"3107","EC:6.3.2.20","Indoleacetate--lysine synthetase"
"3108","EC:6.3.2.25","Tubulin--tyrosine ligase"
"3109","EC:6.3.2.26","N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase"
"3110","EC:6.3.2.29","Cyanophycin synthase (L-aspartate-adding)"
"3111","EC:6.3.2.3","Glutathione synthase"
"3112","EC:6.3.2.30","Cyanophycin synthase (L-arginine-adding)"
"3113","EC:6.3.2.31","Coenzyme F420-0:L-glutamate ligase"
"3114","EC:6.3.2.32","Coenzyme gamma-F420-2:alpha-L-glutamate ligase"
"3115","EC:6.3.2.33","Tetrahydrosarcinapterin synthase"
"3116","EC:6.3.2.34","Coenzyme F420-1:gamma-L-glutamate ligase"
"3117","EC:6.3.2.35","D-alanine--D-serine ligase"
"3118","EC:6.3.2.36","4-phosphopantoate--beta-alanine ligase"
"3119","EC:6.3.2.38","N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase"
"3120","EC:6.3.2.39","Aerobactin synthase"
"3121","EC:6.3.2.4","D-alanine--D-alanine ligase"
"3122","EC:6.3.2.41","N-acetylaspartylglutamate synthase"
"3123","EC:6.3.2.42","N-acetylaspartylglutamylglutamate synthase"
"3124","EC:6.3.2.43","[Lysine-biosynthesis-protein LysW]--L-2-aminoadipate ligase"
"3125","EC:6.3.2.49","L-alanine--L-anticapsin ligase"
"3126","EC:6.3.2.5","Phosphopantothenate--cysteine ligase"
"3127","EC:6.3.2.6","Phosphoribosylaminoimidazolesuccinocarboxamide synthase"
"3128","EC:6.3.2.7","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase"
"3129","EC:6.3.2.8","UDP-N-acetylmuramate--L-alanine ligase"
"3130","EC:6.3.2.9","UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase"
"3131","EC:6.3.3.1","Phosphoribosylformylglycinamidine cyclo-ligase"
"3132","EC:6.3.3.2","5-formyltetrahydrofolate cyclo-ligase"
"3133","EC:6.3.3.3","Dethiobiotin synthase"
"3134","EC:6.3.3.4","(Carboxyethyl)arginine beta-lactam-synthase"
"3135","EC:6.3.3.5","O-ureido-D-serine cyclo-ligase"
"3136","EC:6.3.3.6","Carbapenam-3-carboxylate synthase"
"3137","EC:6.3.4.10","Biotin--[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase"
"3138","EC:6.3.4.11","Biotin--[methylcrotonoyl-CoA-carboxylase] ligase"
"3139","EC:6.3.4.13","Phosphoribosylamine--glycine ligase"
"3140","EC:6.3.4.14","Biotin carboxylase"
"3141","EC:6.3.4.15","Biotin--[acetyl-CoA-carboxylase] ligase"
"3142","EC:6.3.4.16","Carbamoyl-phosphate synthase (ammonia)"
"3143","EC:6.3.4.18","5-(carboxyamino)imidazole ribonucleotide synthase"
"3144","EC:6.3.4.19","tRNA(Ile)-lysidine synthetase"
"3145","EC:6.3.4.2","CTP synthase (glutamine hydrolyzing)"
"3146","EC:6.3.4.20","7-cyano-7-deazaguanine synthase"
"3147","EC:6.3.4.21","Nicotinate phosphoribosyltransferase"
"3148","EC:6.3.4.22","tRNA(Ile)(2)-agmatinylcytidine synthase"
"3149","EC:6.3.4.23","Formate--phosphoribosylaminoimidazolecarboxamide ligase"
"3150","EC:6.3.4.3","Formate--tetrahydrofolate ligase"
"3151","EC:6.3.4.4","Adenylosuccinate synthase"
"3152","EC:6.3.4.5","Argininosuccinate synthase"
"3153","EC:6.3.4.6","Urea carboxylase"
"3154","EC:6.3.4.9","Biotin--[methylmalonyl-CoA-carboxytransferase] ligase"
"3155","EC:6.3.5.1","NAD(+) synthase (glutamine-hydrolyzing)"
"3156","EC:6.3.5.10","Adenosylcobyric acid synthase (glutamine-hydrolyzing)"
"3157","EC:6.3.5.11","Cobyrinate a,c-diamide synthase (glutamine-hydrolyzing)"
"3158","EC:6.3.5.2","GMP synthase (glutamine-hydrolyzing)"
"3159","EC:6.3.5.3","Phosphoribosylformylglycinamidine synthase"
"3160","EC:6.3.5.4","Asparagine synthase (glutamine-hydrolyzing)"
"3161","EC:6.3.5.5","Carbamoyl-phosphate synthase (glutamine-hydrolyzing)"
"3162","EC:6.3.5.6","Asparaginyl-tRNA synthase (glutamine-hydrolyzing)"
"3163","EC:6.3.5.7","Glutaminyl-tRNA synthase (glutamine-hydrolyzing)"
"3164","EC:6.3.5.9","Hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolyzing)"
"3165","EC:6.4.1.1","Pyruvate carboxylase"
"3166","EC:6.4.1.2","Acetyl-CoA carboxylase"
"3167","EC:6.4.1.3","Propionyl-CoA carboxylase"
"3168","EC:6.4.1.4","Methylcrotonoyl-CoA carboxylase"
"3169","EC:6.4.1.5","Geranoyl-CoA carboxylase"
"3170","EC:6.4.1.6","Acetone carboxylase"
"3171","EC:6.4.1.8","Acetophenone carboxylase"
"3172","EC:6.5.1.1","DNA ligase (ATP)"
"3173","EC:6.5.1.2","DNA ligase (NAD(+))"
"3174","EC:6.5.1.3","RNA ligase (ATP)"
"3175","EC:6.5.1.4","RNA 3'-terminal-phosphate cyclase (ATP)"
"3176","EC:6.5.1.5","RNA 3'-terminal-phosphate cyclase (GTP)"
"3177","EC:6.5.1.6","DNA ligase (ATP or NAD(+))"
"3178","EC:6.5.1.7","DNA ligase (ATP, ADP or GTP)"
"3179","EC:6.6.1.1","Magnesium chelatase"
"3180","EC:6.6.1.2","Cobaltochelatase"
