,Date,AD,SludgeType,Treatment,daysop,week,Period,SampleID.TSVS,TS_ww,VS_wwTS,VS_ww,VSr_pct,SampleID.pH,pH,SampleID.CODNH4,COD_mgL,TNH3_mgL,FAN_mgL,CODr_pct,CH4_pct,CH4_L,CH4_L_kgVS,O2_pct,Gasflow_mL,SampleID.CHN,C,H_pct,N_pct,CN,HC,gC_kg,gH_kg,gN_kg,SampleID.VFA,Ethanol,Propanol,Butanol,X1.Hexanol,Acetic.acid,Propionic.acid,iso.Butyric.acid,Butyric.acid,iso.Valeric.acid,Valeric.acid,4-Methyl.valeric.acid,Hexanoic.acid,DTubeID,SampleID.DNA,ngmL_qb,DNA_mg_gCOD,DNA_mg_gVS,DNA_mg_L,DNA_mgLSludge,Observed,Chao1,se.chao1,ACE,se.ACE,Shannon,Simpson,InvSimpson,Fisher,pielou_ev,VFAS
604,8/6/2023,AD3,Control,Control,99,15,Recovery/Postfoam,S1227_AD3,1.71,70.52,1.2,51.83041723,S1221_AD3,7.01,,,,,,48,0.2696736,43.55428264,2.8,561.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,8/6/2023,AD4,Control,Control,99,15,Recovery/Postfoam,S1228_AD4,2.24,70.59,1.59,33.49932705,S1222_AD4,7.31,,,,,,75,3.0912975,499.2674293,0.6,4121.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,8/6/2023,AD6,Treatment,Treatment,99,15,Recovery/Postfoam,S1230_AD6,2.23,67.51,1.505,39.23283984,S1224_AD6,7.53,,,,,,71,0.91433303,147.6715526,2.1,1287.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,8/6/2023,AD5,Treatment,Treatment,99,15,Recovery/Postfoam,,,,,,S1223_AD5,7.21,,,,,,73,15.40497173,2488.016969,1,21102.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,9/6/2023,AD1,Control,Control,100,15,Recovery/Postfoam,,,,,,,,,,,,,54,2.80410552,452.8837987,7.3,5192.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
609,9/6/2023,AD2,Treatment,Treatment,100,15,Recovery/Postfoam,,,,,,,,,,,,,46,3.0120478,486.4680162,6.8,6547.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
610,9/6/2023,AD3,Control,Control,100,15,Recovery/Postfoam,,,,,,,,,,,,,49,1.4149044,228.5175343,6.6,2887.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
611,9/6/2023,AD4,Control,Control,100,15,Recovery/Postfoam,,,,,,,,,,,,,75,2.952702,476.8832301,1.1,3936.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
612,9/6/2023,AD5,Treatment,Treatment,100,15,Recovery/Postfoam,,,,,,,,,,,,,77,6.63879601,1072.214699,1.9,8621.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
613,9/6/2023,AD6,Treatment,Treatment,100,15,Recovery/Postfoam,,,,,,,,,,,,,41,2.73237571,441.2989034,9.1,6664.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
615,10/6/2023,AD1,Control,Control,101,15,Recovery/Postfoam,,,,,,,,,,,,,,,,,4693.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,10/6/2023,AD2,Treatment,Treatment,101,15,Recovery/Postfoam,,,,,,,,,,,,,,,,,6106.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,10/6/2023,AD3,Control,Control,101,15,Recovery/Postfoam,,,,,,,,,,,,,,,,,2896.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,10/6/2023,AD4,Control,Control,101,15,Recovery/Postfoam,,,,,,,,,,,,,,,,,3471.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,10/6/2023,AD5,Treatment,Treatment,101,15,Recovery/Postfoam,,,,,,,,,,,,,,,,,6033.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,10/6/2023,AD6,Treatment,Treatment,101,15,Recovery/Postfoam,,,,,,,,,,,,,,,,,6694.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,11/6/2023,AD1,Control,Control,102,15,Recovery/Postfoam,,,,,,,,,,,,,,,,,4315.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,11/6/2023,AD2,Treatment,Treatment,102,15,Recovery/Postfoam,,,,,,,,,,,,,,,,,5657.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,11/6/2023,AD3,Control,Control,102,15,Recovery/Postfoam,,,,,,,,,,,,,,,,,2878.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,11/6/2023,AD4,Control,Control,102,15,Recovery/Postfoam,,,,,,,,,,,,,,,,,4766.861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,11/6/2023,AD5,Treatment,Treatment,102,15,Recovery/Postfoam,,,,,,,,,,,,,,,,,9202.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,11/6/2023,AD6,Treatment,Treatment,102,15,Recovery/Postfoam,,,,,,,,,,,,,,,,,8043.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,13/6/2023,AD1,Control,Control,104,16,Recovery/Postfoam,S1377_AD1,2.02,70.97,1.43,43.99477807,,,,,,,,66,3.19969518,501.2577305,1.9,4848.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
634,13/6/2023,AD2,Treatment,Treatment,104,16,Recovery/Postfoam,S1378_AD2,2.14,69.23,1.46,42.31070496,,,,,,,,69,3.7116618,581.4613786,1.6,5379.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
635,13/6/2023,AD3,Control,Control,104,16,Recovery/Postfoam,S1379_AD3,1.98,70.83,1.43,44.2689295,,,,,,,,48,1.30752672,204.8344731,2.1,2724.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
636,13/6/2023,AD4,Control,Control,104,16,Recovery/Postfoam,S1380_AD4,2.3,70.97,1.63,34.71279373,,,,,,,,72,3.70850544,580.9669097,0.8,5150.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
637,13/6/2023,AD5,Treatment,Treatment,104,16,Recovery/Postfoam,S1381_AD5,1.81,68.97,1.23,52.10182768,,,,,,,,71,4.88213608,764.8254956,1.9,6876.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
638,13/6/2023,AD6,Treatment,Treatment,104,16,Recovery/Postfoam,S1382_AD6,2.15,66.67,1.41,44.77806789,,,,,,,,82,7.43904738,1165.386013,0.5,9072.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
640,14/6/2023,AD1,Control,Control,105,16,Recovery/Postfoam,,,,,,,,S1371_AD1,21807,1175,35.05651756,71.40190593,,,,,4213.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,14/6/2023,AD2,Treatment,Treatment,105,16,Recovery/Postfoam,,,,,,,,S1372_AD2,23744,1300,35.46629815,68.86168911,,,,,5598.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,14/6/2023,AD3,Control,Control,105,16,Recovery/Postfoam,,,,,,,,S1373_AD3,27231.5,1200,7.318296638,64.28811855,,,,,1570.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,14/6/2023,AD4,Control,Control,105,16,Recovery/Postfoam,,,,,,,,S1374_AD4,27115.5,1475,49.19769597,64.44024305,,,,,4734.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,14/6/2023,AD5,Treatment,Treatment,105,16,Recovery/Postfoam,,,,,,,,S1375_AD5,22368.5,1300,49.53991814,70.66554468,,,,,2520.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,14/6/2023,AD6,Treatment,Treatment,105,16,Recovery/Postfoam,,,,,,,,S1376_AD6,23095,1175,50.00749291,69.71279944,,,,,5253.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,15/6/2023,AD1,Control,Control,106,16,SteadyState/Postfoam,,,,,,,,,,,,,,,,,3111.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,15/6/2023,AD2,Treatment,Treatment,106,16,SteadyState/Postfoam,,,,,,,,,,,,,,,,,3311.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,15/6/2023,AD3,Control,Control,106,16,SteadyState/Postfoam,,,,,,,,,,,,,,,,,1858.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,15/6/2023,AD4,Control,Control,106,16,SteadyState/Postfoam,,,,,,,,,,,,,,,,,3850.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,15/6/2023,AD5,Treatment,Treatment,106,16,SteadyState/Postfoam,,,,,,,,,,,,,,,,,3137.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,15/6/2023,AD6,Treatment,Treatment,106,16,SteadyState/Postfoam,,,,,,,,,,,,,,,,,4889.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,16/6/2023,AD1,Control,Control,107,16,SteadyState/Postfoam,,,,,,,,,,,,,54,1.64408994,257.5597817,3.9,3044.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,16/6/2023,AD2,Treatment,Treatment,107,16,SteadyState/Postfoam,,,,,,,,,,,,,64,2.45893888,385.2123572,2.3,3842.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,16/6/2023,AD3,Control,Control,107,16,SteadyState/Postfoam,,,,,,,,,,,,,45,0.94988115,148.8064465,2.8,2110.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,16/6/2023,AD4,Control,Control,107,16,SteadyState/Postfoam,,,,,,,,,,,,,67,3.03264847,475.0885332,1.8,4526.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,16/6/2023,AD5,Treatment,Treatment,107,16,SteadyState/Postfoam,,,,,,,,,,,,,54,1.5001227,235.0061671,3.6,2778.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,16/6/2023,AD6,Treatment,Treatment,107,16,SteadyState/Postfoam,,,,,,,,,,,,,70,2.6503708,415.2016919,1.4,3786.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,17/6/2023,AD1,Control,Control,108,16,SteadyState/Postfoam,,,,,,,,,,,,,,,,,3826.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,17/6/2023,AD2,Treatment,Treatment,108,16,SteadyState/Postfoam,,,,,,,,,,,,,,,,,4054.607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,17/6/2023,AD3,Control,Control,108,16,SteadyState/Postfoam,,,,,,,,,,,,,,,,,2065.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,17/6/2023,AD4,Control,Control,108,16,SteadyState/Postfoam,,,,,,,,,,,,,,,,,4109.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,17/6/2023,AD5,Treatment,Treatment,108,16,SteadyState/Postfoam,,,,,,,,,,,,,,,,,3172.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,17/6/2023,AD6,Treatment,Treatment,108,16,SteadyState/Postfoam,,,,,,,,,,,,,,,,,4041.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,18/6/2023,AD1,Control,Control,109,16,SteadyState/Postfoam,,,,,,S1413_AD1,7.12,,,,,,,,,,4098.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,18/6/2023,AD2,Treatment,Treatment,109,16,SteadyState/Postfoam,,,,,,S1414_AD2,7.19,,,,,,,,,,4223.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,18/6/2023,AD3,Control,Control,109,16,SteadyState/Postfoam,,,,,,S1415_AD3,6.55,,,,,,,,,,2242.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,18/6/2023,AD4,Control,Control,109,16,SteadyState/Postfoam,,,,,,S1416_AD4,7.05,,,,,,,,,,4102.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,18/6/2023,AD5,Treatment,Treatment,109,16,SteadyState/Postfoam,,,,,,S1417_AD5,7.28,,,,,,,,,,3910.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,18/6/2023,AD6,Treatment,Treatment,109,16,SteadyState/Postfoam,,,,,,S1418_AD6,7.22,,,,,,,,,,4766.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,20/6/2023,AD1,Control,Control,111,17,SteadyState/Postfoam,S1443_AD1,1.95,70.37,1.39,46.51222322,S1467_AD1,7.14,,,,,,,,,,3463.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,20/6/2023,AD2,Treatment,Treatment,111,17,SteadyState/Postfoam,S1444_AD2,2.14,70,1.52,42.67246896,S1468_AD2,7.15,,,,,,,,,,3953.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,20/6/2023,AD3,Control,Control,111,17,SteadyState/Postfoam,S1445_AD3,1.87,69.44,1.35,47.66414949,S1469_AD3,7.03,,,,,,,,,,3014.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,20/6/2023,AD4,Control,Control,111,17,SteadyState/Postfoam,S1446_AD4,1.93,71.88,1.39,41.63573531,S1470_AD4,7.07,,,,,,,,,,3706.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,20/6/2023,AD5,Treatment,Treatment,111,17,SteadyState/Postfoam,S1447_AD5,1.77,68.75,1.24,46.51222322,S1471_AD5,7.23,,,,,,,,,,3907.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,20/6/2023,AD6,Treatment,Treatment,111,17,SteadyState/Postfoam,S1448_AD6,1.74,65.38,1.14,54.03814156,S1472_AD6,7.22,,,,,,,,,,3440.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,22/6/2023,AD1,Control,Control,113,17,SteadyState/Postfoam,,,,,,,,,,,,,,,,,3999.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,22/6/2023,AD2,Treatment,Treatment,113,17,SteadyState/Postfoam,,,,,,,,,,,,,,,,,4324.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,22/6/2023,AD3,Control,Control,113,17,SteadyState/Postfoam,,,,,,,,,,,,,,,,,6208.597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,22/6/2023,AD4,Control,Control,113,17,SteadyState/Postfoam,,,,,,,,,,,,,,,,,3988.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,22/6/2023,AD5,Treatment,Treatment,113,17,SteadyState/Postfoam,,,,,,,,,,,,,,,,,4918.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,22/6/2023,AD6,Treatment,Treatment,113,17,SteadyState/Postfoam,,,,,,,,,,,,,,,,,4108.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,23/6/2023,AD1,Control,Control,114,17,SteadyState/Postfoam,,,,,,,,,,,,,66,2.6087886,400.6842852,1,3952.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,23/6/2023,AD2,Treatment,Treatment,114,17,SteadyState/Postfoam,,,,,,,,,,,,,63,2.68523577,412.425819,2,4262.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,23/6/2023,AD3,Control,Control,114,17,SteadyState/Postfoam,,,,,,,,,,,,,70,4.3751498,671.9800026,0.8,6250.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,23/6/2023,AD4,Control,Control,114,17,SteadyState/Postfoam,,,,,,,,,,,,,65,2.6731133,410.5639268,1.5,4112.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,23/6/2023,AD5,Treatment,Treatment,114,17,SteadyState/Postfoam,,,,,,,,,,,,,69,4.69584675,721.2359017,0.8,6805.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,23/6/2023,AD6,Treatment,Treatment,114,17,SteadyState/Postfoam,,,,,,,,,,,,,63,2.54376297,390.6969876,2.6,4037.719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,24/6/2023,AD1,Control,Control,115,17,SteadyState/Postfoam,,,,,,,,,,,,,,,,,3956.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,24/6/2023,AD2,Treatment,Treatment,115,17,SteadyState/Postfoam,,,,,,,,,,,,,,,,,4788.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,24/6/2023,AD3,Control,Control,115,17,SteadyState/Postfoam,,,,,,,,,,,,,,,,,5776.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,24/6/2023,AD4,Control,Control,115,17,SteadyState/Postfoam,,,,,,,,,,,,,,,,,4289.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,24/6/2023,AD5,Treatment,Treatment,115,17,SteadyState/Postfoam,,,,,,,,,,,,,,,,,6055.807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,24/6/2023,AD6,Treatment,Treatment,115,17,SteadyState/Postfoam,,,,,,,,,,,,,,,,,4222.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,25/6/2023,AD1,Control,Control,116,17,SteadyState/Postfoam,,,,,,S1530_AD1,7.04,,,,,,,,,,4523.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,25/6/2023,AD2,Treatment,Treatment,116,17,SteadyState/Postfoam,,,,,,S1531_AD2,7.16,,,,,,,,,,4463.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,25/6/2023,AD3,Control,Control,116,17,SteadyState/Postfoam,,,,,,S1532_AD3,7.06,,,,,,,,,,5937.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,25/6/2023,AD4,Control,Control,116,17,SteadyState/Postfoam,,,,,,S1533_AD4,7.07,,,,,,,,,,4675.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,25/6/2023,AD5,Treatment,Treatment,116,17,SteadyState/Postfoam,,,,,,S1534_AD5,7.15,,,,,,,,,,5273.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,25/6/2023,AD6,Treatment,Treatment,116,17,SteadyState/Postfoam,,,,,,S1535_AD6,7.14,,,,,,,,,,4566.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,27/6/2023,AD1,Control,Control,118,18,SteadyState/Postfoam,S1565_AD1,1.84,69.57,1.25,56.7761807,S1571_AD1,7.4,,,,,,,,,,2843.662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,27/6/2023,AD2,Treatment,Treatment,118,18,SteadyState/Postfoam,S1566_AD2,1.78,66.67,1.19,59.51403149,S1572_AD2,7.47,,,,,,,,,,3380.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,27/6/2023,AD3,Control,Control,118,18,SteadyState/Postfoam,S1567_AD3,1.76,68.18,1.21,59.95893224,S1573_AD3,7.41,,,,,,,,,,2495.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,27/6/2023,AD4,Control,Control,118,18,SteadyState/Postfoam,S1568_AD4,1.94,69.57,1.35,53.79876797,S1574_AD4,7.47,,,,,,,,,,3272.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,27/6/2023,AD5,Treatment,Treatment,118,18,SteadyState/Postfoam,S1569_AD5,1.57,66.67,1.07,63.62080767,S1575_AD5,7.51,,,,,,,,,,2298.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,27/6/2023,AD6,Treatment,Treatment,118,18,SteadyState/Postfoam,S1570_AD6,1.73,65,1.13,61.22518823,S1576_AD6,7.54,,,,,,,,,,3194.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,28/6/2023,AD1,Control,Control,119,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,3278.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,28/6/2023,AD2,Treatment,Treatment,119,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,4006.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,28/6/2023,AD3,Control,Control,119,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,3466.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,28/6/2023,AD4,Control,Control,119,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,3281.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,28/6/2023,AD5,Treatment,Treatment,119,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,2426.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,28/6/2023,AD6,Treatment,Treatment,119,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,3505.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,29/6/2023,AD1,Control,Control,120,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,2424.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,29/6/2023,AD2,Treatment,Treatment,120,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,3064.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,29/6/2023,AD3,Control,Control,120,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,3748.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,29/6/2023,AD4,Control,Control,120,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,3732.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,29/6/2023,AD5,Treatment,Treatment,120,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,2155.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,29/6/2023,AD6,Treatment,Treatment,120,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,2645.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,30/6/2023,AD1,Control,Control,121,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,3186.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,30/6/2023,AD2,Treatment,Treatment,121,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,3998.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,30/6/2023,AD3,Control,Control,121,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,4177.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,30/6/2023,AD4,Control,Control,121,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,4467.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,30/6/2023,AD5,Treatment,Treatment,121,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,3271.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,30/6/2023,AD6,Treatment,Treatment,121,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,4247.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,1/7/2023,AD1,Control,Control,122,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,4200.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,1/7/2023,AD2,Treatment,Treatment,122,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,2781.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,1/7/2023,AD3,Control,Control,122,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,3237.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,1/7/2023,AD4,Control,Control,122,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,5114.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,1/7/2023,AD5,Treatment,Treatment,122,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,3027.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,1/7/2023,AD6,Treatment,Treatment,122,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,4756.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,2/7/2023,AD1,Control,Control,123,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,4773.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,2/7/2023,AD2,Treatment,Treatment,123,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,4154.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,2/7/2023,AD3,Control,Control,123,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,4232.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,2/7/2023,AD4,Control,Control,123,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,4913.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,2/7/2023,AD5,Treatment,Treatment,123,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,4372.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,2/7/2023,AD6,Treatment,Treatment,123,18,SteadyState/Postfoam,,,,,,,,,,,,,,,,,4590.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,3/7/2023,AD1,Control,Control,124,19,SteadyState/Postfoam,,,,,,,,,,,,,70,3.5760193,484.0089285,0.7,5108.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
